species_name,taxonomic_name,family,class,thermal_guild,range,frequency,abundance,max_length,trophic_level,trophic_group,trophic_group_2,water_column,diel_activity,habitat,min_depth,max_depth,ThermalMP_5_95,ThermalMP_5min_95max,Thermal_95thmax,TNConfidence,SGI,SGI conf,phylum,order,genus,species_epithet,phylogenetic_diversity_index,trophic_level_se,vulnerability,reproductive_mode,fertilization,spawning_frequency,batch_spawner,reproductive_guild,life_cycle,trophic_breadth,diet,diet_level,time,macrophyte,complexity
Acanthocybium solandri,Acanthocybium solandri,Scombridae,Actinopterygii,tropical,10,100,1,250,4.3,Higher carnivore,Higher carnivore,pelagic non-site attached,Day,water column,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acanthodoris sp. [hudsoni],Acanthodoris spp.,Onchidorididae,Gastropoda,temperate,10,33,1,NA,NA,Benthic invertivore,Benthic invertivore,benthic,NA,rock,NA,NA,15.215,15.7335,18.611,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acanthodoris sp. [hudsoni],Acanthodoris spp.,Onchidorididae,Gastropoda,NA,NA,NA,NA,NA,NA,benthic carnivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,Nudibranchia,Acanthodoris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acanthopagrus australis,Acanthopagrus australis,Sparidae,Actinopterygii,temperate,294,49,15,66,3.1,Benthic invertivore,Benthic invertivore,Demersal,Day,rock,1,30,20.5335,20.237,25.203,3,15.7274912,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acanthopagrus australis,Acanthopagrus australis,Sparidae,Actinopterygii,NA,NA,NA,NA,NA,3.1,benthic carnivore,NA,Demersal,NA,rock,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Acanthopagrus,australis,0.5,0.4,55,protandry,exterl,NA,NA,NA,NA,2,Omnivore,4,Day,low,low
Acanthopagrus butcheri,Acanthopagrus butcheri,Sparidae,Actinopterygii,temperate,10,100,2,60,3.5,Benthic invertivore,Benthic invertivore,Demersal,Day,rock,0,15,16.474,16.311525,21.51735,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acanthopagrus butcheri,Acanthopagrus butcheri,Sparidae,Actinopterygii,NA,NA,NA,NA,NA,3.5,benthic carnivore,NA,Demersal,NA,rock,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Acanthopagrus,butcheri,0.5,0.53,39,dioecism,exterl,NA,NA,NA,NA,2,Omnivore,4,Day,low,low
Acanthopagrus latus,Acanthopagrus latus,Sparidae,Actinopterygii,tropical,96,22,3,50,3.2,Benthic invertivore,Benthic invertivore,Demersal,Day,rock,4,50,27.05485,26.62595,31.7092,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acanthopagrus latus,Acanthopagrus latus,Sparidae,Actinopterygii,NA,NA,NA,NA,NA,3.2,benthic carnivore,NA,Demersal,NA,rock,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Acanthopagrus,latus,0.5,0.5,41,protandry,exterl,NA,NA,NA,NA,2,Omnivore,4,Day,low,low
Acanthopagrus palmaris,Acanthopagrus palmaris,Sparidae,Actinopterygii,tropical,10,100,1,40,3.3,Benthic invertivore,Benthic invertivore,Demersal,Day,rock,NA,NA,29.509,28.75,32.101,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acanthopagrus palmaris,Acanthopagrus palmaris,Sparidae,Actinopterygii,NA,NA,NA,NA,NA,3.3,benthic carnivore,NA,Demersal,NA,rock,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Acanthopagrus,palmaris,0.5,0.4,41,NA,NA,NA,NA,NA,NA,2,Omnivore,4,Day,low,low
Acanthopagrus sivicolus,Acanthopagrus sivicolus,Sparidae,Actinopterygii,temperate,NA,NA,NA,45,3.4,Benthic invertivore,Benthic invertivore,Demersal,Day,coral,NA,NA,22.124,23.2895,31.136,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acanthopagrus sivicolus,Acanthopagrus sivicolus,Sparidae,Actinopterygii,NA,NA,NA,NA,NA,3.4,benthic carnivore,NA,Demersal,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Acanthopagrus,sivicolus,0.5,0.42,57,NA,NA,NA,NA,NA,NA,2,Omnivore,4,Day,low,low
Acanthostracion polygonius,Acanthostracion polygonius,Ostraciidae,Actinopterygii,tropical,807,21,1,50,2,Benthic invertivore,Benthic invertivore,Demersal,Day,coral,3,80,27.52605,26.9614,30.3543,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acanthostracion polygonius,Acanthostracion polygonius,Ostraciidae,Actinopterygii,NA,NA,NA,NA,NA,2,herbivore,NA,Demersal,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Tetraodontiformes,Acanthostracion,polygonius,0.5625,0,32,dioecism,exterl,NA,NA,nonguarders,NA,2,Detritus,1,Day,low,medium
Acanthostracion quadricornis,Acanthostracion quadricornis,Ostraciidae,Actinopterygii,tropical,739,9,1,55,3,Benthic invertivore,Benthic invertivore,Demersal,Day,coral,4,80,26.1725,23.8425,31.353,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acanthostracion quadricornis,Acanthostracion quadricornis,Ostraciidae,Actinopterygii,NA,NA,NA,NA,NA,3,herbivore,NA,Demersal,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Tetraodontiformes,Acanthostracion,quadricornis,0.5625,0.3,32,dioecism,exterl,NA,NA,nonguarders,NA,6,Omnivore,4,Day,low,medium
Acanthozoon sp. [Raja],Acanthozoon spp.,#N/A,#N/A,tropical,NA,NA,NA,NA,NA,Benthic invertivore,Benthic invertivore,benthic,NA,coral,NA,NA,30.2874,30.31855,31.1377,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acanthurid spp.,Acanthurid spp.,Acanthuridae,Actinopterygii,tropical,NA,NA,NA,NA,2.2,Browsing herbivore,Herbivore,Demersal,Day,coral,NA,NA,24.409675,23.671,31.172,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acanthurid spp.,Acanthurid spp.,Acanthuridae,Actinopterygii,NA,NA,NA,NA,NA,2.2,herbivore,NA,Demersal,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.230769231,benthic algae,1,Day,low,low
Acanthurus achilles,Acanthurus achilles,Acanthuridae,Actinopterygii,tropical,1814,27,10,24,2,Browsing herbivore,Herbivore,Demersal,Day,coral,0,10,27.535,27.0545,30.044,3,11.3755495,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acanthurus achilles,Acanthurus achilles,Acanthuridae,Actinopterygii,NA,NA,NA,NA,NA,2,herbivore,NA,Demersal,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Acanthurus,achilles,0.5,0,25,dioecism,exterl,NA,NA,nonguarders,NA,2,benthic algae,1,Day,low,low
Acanthurus albipectoralis,Acanthurus albipectoralis,Acanthuridae,Actinopterygii,tropical,1314,10,7,33,3.4,Browsing herbivore,Herbivore,Demersal,Day,coral,5,20,23.8195,22.8091,29.4482,3,6.9692889,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acanthurus albipectoralis,Acanthurus albipectoralis,Acanthuridae,Actinopterygii,NA,NA,NA,NA,NA,3.4,herbivore,NA,Demersal,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Acanthurus,albipectoralis,0.5,0.45,30,NA,NA,NA,NA,NA,NA,2,benthic algae,1,Day,low,low
Acanthurus auranticavus,Acanthurus auranticavus,Acanthuridae,Actinopterygii,tropical,969,10,10,45,2,Browsing herbivore,Herbivore,Demersal,Day,coral,3,8,27.445875,26.987,31.647,3,4.1796934,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acanthurus auranticavus,Acanthurus auranticavus,Acanthuridae,Actinopterygii,NA,NA,NA,NA,NA,2,herbivore,NA,Demersal,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Acanthurus,auranticavus,0.5,0,26,NA,NA,NA,NA,NA,NA,2,benthic algae,1,Day,low,low
Acanthurus bahianus,Acanthurus bahianus,Acanthuridae,Actinopterygii,tropical,2013,25,17,38.1,2,Browsing herbivore,Herbivore,Demersal,Day,coral,2,40,27.447,26.5805,30.91,3,24.0509773,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acanthurus bahianus,Acanthurus bahianus,Acanthuridae,Actinopterygii,NA,NA,NA,NA,NA,2,herbivore,NA,Demersal,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Acanthurus,bahianus,0.5,0,32,NA,NA,NA,NA,NA,NA,1,benthic algae,1,Day,low,low
Acanthurus bariene,Acanthurus bariene,Acanthuridae,Actinopterygii,tropical,1016,11,15,50,2,Browsing herbivore,Herbivore,Demersal,Day,coral,6,50,28.8117,28.35565,30.543,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acanthurus bariene,Acanthurus bariene,Acanthuridae,Actinopterygii,NA,NA,NA,NA,NA,2,herbivore,NA,Demersal,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Acanthurus,bariene,0.5,0,37,dioecism,exterl,NA,NA,nonguarders,NA,2,benthic algae,1,Day,low,low
Acanthurus blochii,Acanthurus blochii,Acanthuridae,Actinopterygii,tropical,2369,15,7,45,2,Browsing herbivore,Herbivore,Demersal,Day,coral,1,12,27.2914,27.09435,30.674,3,19.6869125,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acanthurus blochii,Acanthurus blochii,Acanthuridae,Actinopterygii,NA,NA,NA,NA,NA,2,herbivore,NA,Demersal,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Acanthurus,blochii,0.5,0,38,NA,NA,NA,NA,NA,NA,2,benthic algae,1,Day,low,low
Acanthurus chirurgus,Acanthurus chirurgus,Acanthuridae,Actinopterygii,tropical,2154,17,5,39,2,Browsing herbivore,Herbivore,Demersal,Day,coral,2,25,26.2085,26.3255,31.063,3,11.8984871,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acanthurus chirurgus,Acanthurus chirurgus,Acanthuridae,Actinopterygii,NA,NA,NA,NA,NA,2,herbivore,NA,Demersal,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Acanthurus,chirurgus,0.5,0,37,NA,NA,NA,NA,NA,NA,2,Plants+Detritus,3,Day,low,low
Acanthurus coeruleus,Acanthurus coeruleus,Acanthuridae,Actinopterygii,tropical,2029,28,12,39,2,Browsing herbivore,Herbivore,Demersal,Day,coral,2,40,27.447,26.5805,30.91,3,29.0461561,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acanthurus coeruleus,Acanthurus coeruleus,Acanthuridae,Actinopterygii,NA,NA,NA,NA,NA,2,herbivore,NA,Demersal,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Acanthurus,coeruleus,0.5,0,59,dioecism,exterl,NA,NA,nonguarders,NA,1,benthic algae,1,Day,low,low
Acanthurus dussumieri,Acanthurus dussumieri,Acanthuridae,Actinopterygii,tropical,2207,15,4,54,2,Browsing herbivore,Herbivore,Demersal,Day,coral,4,131,24.65625,24.23425,31.1035,3,21.9819602,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acanthurus dussumieri,Acanthurus dussumieri,Acanthuridae,Actinopterygii,NA,NA,NA,NA,NA,2,herbivore,NA,Demersal,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Acanthurus,dussumieri,0.5,0.1,36,dioecism,exterl,NA,NA,nonguarders,NA,2,benthic algae,1,Day,low,low
Acanthurus fowleri,Acanthurus fowleri,Acanthuridae,Actinopterygii,tropical,1139,15,1,45,2,Browsing herbivore,Herbivore,Demersal,Day,coral,2,50,30.2632,30.31095,31.5427,2,3.2992257,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acanthurus fowleri,Acanthurus fowleri,Acanthuridae,Actinopterygii,NA,NA,NA,NA,NA,2,herbivore,NA,Demersal,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Acanthurus,fowleri,0.5,0,47,NA,NA,NA,NA,NA,NA,2,benthic algae,1,Day,low,low
Acanthurus gahhm,Acanthurus gahhm,Acanthuridae,Actinopterygii,tropical,10,100,1,40,2.8,Browsing herbivore,Herbivore,Demersal,Day,coral,1,40,26.867,27.117,30.78,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acanthurus gahhm,Acanthurus gahhm,Acanthuridae,Actinopterygii,NA,NA,NA,NA,NA,2.8,herbivore,NA,Demersal,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Acanthurus,gahhm,0.5,0.28,33,dioecism,exterl,NA,NA,nonguarders,NA,2,benthic algae,1,Day,low,low
Acanthurus grammoptilus,Acanthurus grammoptilus,Acanthuridae,Actinopterygii,tropical,1424,36,12,35,2.1,Browsing herbivore,Herbivore,Demersal,Day,coral,22,91,27.0905,26.763,32.101,3,26.2940873,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acanthurus grammoptilus,Acanthurus grammoptilus,Acanthuridae,Actinopterygii,NA,NA,NA,NA,NA,2.1,herbivore,NA,Demersal,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Acanthurus,grammoptilus,0.5,0,31,NA,NA,NA,NA,NA,NA,2,benthic algae,1,Day,low,low
Acanthurus guttatus,Acanthurus guttatus,Acanthuridae,Actinopterygii,tropical,2268,10,10,26,2,Browsing herbivore,Herbivore,Demersal,Day,coral,1,6,27.10065,26.75285,29.7826,2,2.1203965,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acanthurus guttatus,Acanthurus guttatus,Acanthuridae,Actinopterygii,NA,NA,NA,NA,NA,2,herbivore,NA,Demersal,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Acanthurus,guttatus,0.5,0,26,dioecism,exterl,NA,NA,nonguarders,NA,2,benthic algae,1,Day,low,low
Acanthurus leucocheilus,Acanthurus leucocheilus,Acanthuridae,Actinopterygii,tropical,2024,3,4,45,2,Browsing herbivore,Herbivore,Demersal,Day,coral,3,30,28.40525,27.9,31.419,2,1.2463074,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acanthurus leucocheilus,Acanthurus leucocheilus,Acanthuridae,Actinopterygii,NA,NA,NA,NA,NA,2,herbivore,NA,Demersal,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Acanthurus,leucocheilus,0.5,0,47,NA,NA,NA,NA,NA,NA,2,benthic algae,1,Day,low,low
Acanthurus leucopareius,Acanthurus leucopareius,Acanthuridae,Actinopterygii,tropical,3810,14,11,24,2,Browsing herbivore,Herbivore,Demersal,Day,coral,1,85,24.4975,24.4955,28.425,3,11.8640807,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acanthurus leucopareius,Acanthurus leucopareius,Acanthuridae,Actinopterygii,NA,NA,NA,NA,NA,2,herbivore,NA,Demersal,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Acanthurus,leucopareius,0.5,0,25,dioecism,exterl,NA,NA,nonguarders,NA,2,benthic algae,1,Day,low,low
Acanthurus leucosternon,Acanthurus leucosternon,Acanthuridae,Actinopterygii,tropical,2688,7,7,54,2,Browsing herbivore,Herbivore,Demersal,Day,coral,0,25,28.8865,28.45325,31.4635,3,12.0949496,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acanthurus leucosternon,Acanthurus leucosternon,Acanthuridae,Actinopterygii,NA,NA,NA,NA,NA,2,herbivore,NA,Demersal,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Acanthurus,leucosternon,0.5,0,38,dioecism,exterl,NA,NA,nonguarders,NA,2,benthic algae,1,Day,low,low
Acanthurus lineatus,Acanthurus lineatus,Acanthuridae,Actinopterygii,tropical,3319,15,8,38,2,Browsing herbivore,Herbivore,Demersal,Day,coral,0,15,27.6806,27.25235,31.3047,3,21.0405421,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acanthurus lineatus,Acanthurus lineatus,Acanthuridae,Actinopterygii,NA,NA,NA,NA,NA,2,herbivore,NA,Demersal,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Acanthurus,lineatus,0.5,0,23,dioecism,exterl,NA,NA,nonguarders,NA,2,benthic algae,1,Day,low,low
Acanthurus maculiceps,Acanthurus maculiceps,Acanthuridae,Actinopterygii,tropical,3282,2,2,40,2,Browsing herbivore,Herbivore,Demersal,Day,coral,1,15,28.6717,28.1027,30.95,2,0.1388649,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acanthurus maculiceps,Acanthurus maculiceps,Acanthuridae,Actinopterygii,NA,NA,NA,NA,NA,2,herbivore,NA,Demersal,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Acanthurus,maculiceps,0.5,0,44,dioecism,exterl,NA,NA,nonguarders,NA,2,benthic algae,1,Day,low,low
Acanthurus mata,Acanthurus mata,Acanthuridae,Actinopterygii,tropical,3394,3,13,50,2.5,Omnivore,Herbivore,Demersal,Day,coral,5,100,27.332675,26.872325,31.37865,3,2.2122518,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acanthurus mata,Acanthurus mata,Acanthuridae,Actinopterygii,NA,NA,NA,NA,NA,2.5,herbivore,NA,Demersal,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Acanthurus,mata,0.5,0.25,39,dioecism,exterl,NA,NA,nonguarders,NA,2,benthic algae,1,Day,low,low
Acanthurus nigricans,Acanthurus nigricans,Acanthuridae,Actinopterygii,tropical,6432,31,11,21.3,2,Browsing herbivore,Herbivore,Demersal,Day,coral,1,67,27.4412,27.3265,31.224,3,26.2043954,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acanthurus nigricans,Acanthurus nigricans,Acanthuridae,Actinopterygii,NA,NA,NA,NA,NA,2,herbivore,NA,Demersal,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Acanthurus,nigricans,0.5,0,34,dioecism,exterl,NA,NA,nonguarders,NA,2,benthic algae,1,Day,low,low
Acanthurus nigricauda,Acanthurus nigricauda,Acanthuridae,Actinopterygii,tropical,3290,19,5,40,3,Browsing herbivore,Herbivore,Demersal,Day,coral,1,30,28.23,27.657,31.17,3,19.004025,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acanthurus nigricauda,Acanthurus nigricauda,Acanthuridae,Actinopterygii,NA,NA,NA,NA,NA,3,herbivore,NA,Demersal,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Acanthurus,nigricauda,0.5,0.4,25,dioecism,exterl,NA,NA,nonguarders,NA,2,benthic algae,1,Day,low,low
Acanthurus nigrofuscus,Acanthurus nigrofuscus,Acanthuridae,Actinopterygii,tropical,4193,32,21,21,2,Browsing herbivore,Herbivore,Demersal,Day,coral,0,25,25.9063,25.4475,30.774,3,25.1816846,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acanthurus nigrofuscus,Acanthurus nigrofuscus,Acanthuridae,Actinopterygii,NA,NA,NA,NA,NA,2,herbivore,NA,Demersal,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Acanthurus,nigrofuscus,0.5,0,27,dioecism,exterl,NA,NA,nonguarders,NA,1,benthic algae,1,Day,low,low
Acanthurus nigroris,Acanthurus nigroris,Acanthuridae,Actinopterygii,tropical,3191,14,32,25,2,Browsing herbivore,Herbivore,Demersal,Day,coral,1,90,26.84785,26.229375,30.13175,3,13.2540871,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acanthurus nigroris,Acanthurus nigroris,Acanthuridae,Actinopterygii,NA,NA,NA,NA,NA,2,herbivore,NA,Demersal,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Acanthurus,nigroris,0.5,0,25,NA,NA,NA,NA,NA,NA,2,benthic algae,1,Day,low,low
Acanthurus nubilus,Acanthurus nubilus,Acanthuridae,Actinopterygii,tropical,4274,1,2,26,3.4,Browsing herbivore,Herbivore,Demersal,Day,coral,5,90,27.9138,27.274275,31.534,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acanthurus nubilus,Acanthurus nubilus,Acanthuridae,Actinopterygii,NA,NA,NA,NA,NA,3.4,herbivore,NA,Demersal,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Acanthurus,nubilus,0.5,0.45,26,NA,NA,NA,NA,NA,NA,2,benthic algae,1,Day,low,low
Acanthurus olivaceus,Acanthurus olivaceus,Acanthuridae,Actinopterygii,tropical,2781,11,5,35,2.2,Browsing herbivore,Herbivore,Demersal,Day,coral,3,46,24.726,24.3528,31.3406,3,18.8211939,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acanthurus olivaceus,Acanthurus olivaceus,Acanthuridae,Actinopterygii,NA,NA,NA,NA,NA,2.2,herbivore,NA,Demersal,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Acanthurus,olivaceus,0.5,0.2,31,dioecism,exterl,NA,NA,nonguarders,NA,2,Plants+Detritus,3,Day,low,low
Acanthurus pyroferus,Acanthurus pyroferus,Acanthuridae,Actinopterygii,tropical,3238,23,4,25,2,Browsing herbivore,Herbivore,Demersal,Day,coral,4,60,27.8275,27.266,31.435,3,17.6894225,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acanthurus pyroferus,Acanthurus pyroferus,Acanthuridae,Actinopterygii,NA,NA,NA,NA,NA,2,herbivore,NA,Demersal,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Acanthurus,pyroferus,0.5,0,29,dioecism,exterl,NA,NA,nonguarders,NA,2,benthic algae,1,Day,low,low
Acanthurus reversus,Acanthurus reversus,Acanthuridae,Actinopterygii,tropical,69,86,13,21.6,2.2,Browsing herbivore,Herbivore,Demersal,Day,coral,4,15,28.1727,28.3031,29.298,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acanthurus reversus,Acanthurus reversus,Acanthuridae,Actinopterygii,NA,NA,NA,NA,NA,2.2,herbivore,NA,Demersal,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Acanthurus,reversus,0.5,0,28,NA,NA,NA,NA,NA,NA,2,benthic algae,1,Day,low,low
Acanthurus sohal,Acanthurus sohal,Acanthuridae,Actinopterygii,tropical,76,64,4,40,2,Browsing herbivore,Herbivore,Demersal,Day,coral,NA,NA,26.6475,27.09775,32.0565,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acanthurus sohal,Acanthurus sohal,Acanthuridae,Actinopterygii,NA,NA,NA,NA,NA,2,herbivore,NA,Demersal,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Acanthurus,sohal,0.5,0,33,dioecism,exterl,NA,NA,nonguarders,NA,2,benthic algae,1,Day,low,low
Acanthurus sp. [achilles],Acanthurus spp.,#N/A,#N/A,tropical,NA,NA,NA,NA,NA,Browsing herbivore,Herbivore,benthic,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acanthurus sp. [fowleri],Acanthurus spp.,Acanthuridae,Actinopterygii,tropical,NA,NA,NA,45,NA,Browsing herbivore,Herbivore,Demersal,Day,coral,NA,NA,29.325,29.3255,30.737,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acanthurus sp. [fowleri],Acanthurus spp.,Acanthuridae,Actinopterygii,NA,NA,NA,NA,NA,NA,herbivore,NA,Demersal,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Acanthurus,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,2,benthic algae,1,Day,low,low
Acanthurus sp. [pyroferus],Acanthurus spp.,Acanthuridae,Actinopterygii,tropical,NA,NA,NA,25,NA,Browsing herbivore,Herbivore,Demersal,Day,coral,NA,NA,29.9,29.9275,30.95,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acanthurus sp. [pyroferus],Acanthurus spp.,Acanthuridae,Actinopterygii,NA,NA,NA,NA,NA,NA,herbivore,NA,Demersal,NA,coral,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Perciformes,Acanthurus,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,2,benthic algae,1,Day,low,low
