wkt_geom,Latitude,Longitude,Name,Icon,IconColor,site_name,country,area,location,mpa,protection,programs,ATRC depth,ATRC years,RLS date-d,old_site_c,wave_expos,relief,slope,currents,realm,province,ecoregion,lat_zone,geom,temperature_mean_2020,silicate_mean_2020,salinity_mean,primary_productivity_mean_2020,phosphate_mean_2020,pH_mean_2020,nitrate_mean_2020,agricultural_diffuse_source_runoff,marine_debris,recreational_fishing_vessel,Commercial_fishing_vessel,iron_mean_2020,dissolved_O2_mean_2020,current_velocity_mean_2020,current_direction_mean_2020,mixed_layer_depth_mean_2020,air_temperature_mean_2020,chlorophyll_mean_2020
Point (105.66575000000000273 -10.42812999999999946),-10.42813,105.66575,CI3,165,#E3E4FA,Smith Point,Australia,Christmas Island,Christmas Island,,Fishing,RLS,#N/A,#N/A,19/09/2010-13m,,,,,,Central Indo-Pacific,Java Transitional,Cocos-Keeling/Christmas Island,Tropical,0101000020E6100000F853E3A59B6A5A407ADFF8DA33DB24C0,28.07800917,2.987781288,33.92652675,1.341278001,0.023608973,8.055431292,0.005712505,0,0.585014403,0,0,0.000707525,203.0797423,0.280170752,252.510007,21.22184176,26.39325769,0.122401436
Point (105.67195999999999856 -10.42116000000000042),-10.42116,105.67196,CI4,165,#E3E4FA,Cultural Centre,Australia,Christmas Island,Christmas Island,,Fishing,RLS,#N/A,#N/A,21/09/2010-9m,,,,,,Central Indo-Pacific,Java Transitional,Cocos-Keeling/Christmas Island,Tropical,0101000020E6100000180E8464016B5A4048C49448A2D724C0,28.10688413,2.976644815,33.91752215,1.346722617,0.023743382,8.055364901,0.006082216,0,0.585014403,0,0,0.000702583,203.0711759,0.296998749,254.1544659,23.41321979,26.40042299,0.123587509
Point (105.67225999999999431 -10.41970000000000063),-10.4197,105.67226,CI5,165,#E3E4FA,The Tanks,Australia,Christmas Island,Christmas Island,,Fishing,RLS,#N/A,#N/A,23/09/2010-18.2m,,,,,,Central Indo-Pacific,Java Transitional,Cocos-Keeling/Christmas Island,Tropical,0101000020E61000002D9ACE4E066B5A402D431CEBE2D624C0,28.10688413,2.976644815,33.91752215,1.346722617,0.023743382,8.055364901,0.006082216,0,0.585014403,0,0,0.000702583,203.0711759,0.296998749,254.1544659,23.41321979,26.40042299,0.123587509
Point (105.58155999999999608 -10.46143000000000001),-10.46143,105.58156,CI6,165,#E3E4FA,West White Beach,Australia,Christmas Island,Christmas Island,,Fishing,RLS,#N/A,#N/A,"26/11/2009-9m, 26/09/2010-12m","KT23,NT6",,,,,Central Indo-Pacific,Java Transitional,Cocos-Keeling/Christmas Island,Tropical,0101000020E61000005B2A6F4738655A405CC98E8D40EC24C0,28.05588064,2.982641979,33.93308117,1.338979672,0.023526702,8.055455348,0.005723026,0,0.585014403,0,0,0.000707462,203.0806429,0.267372137,250.2895004,19.6464529,26.38951076,0.121913588
Point (105.63594000000000506 -10.45622999999999969),-10.45623,105.63594,CI7,165,#E3E4FA,Million Dollar Bommie,Australia,Christmas Island,Christmas Island,,Fishing,RLS,#N/A,#N/A,26/09/2010-12m,,,,,,Central Indo-Pacific,Java Transitional,Cocos-Keeling/Christmas Island,Tropical,0101000020E6100000F78DAF3DB3685A407DE882FA96E924C0,28.07800917,2.987781288,33.92652675,1.341278001,0.023608973,8.055431292,0.005712505,0,0.585014403,0,0,0.000707525,203.0797423,0.280170752,252.510007,21.22184176,26.39325769,0.122401436
Point (105.5578000000000003 -10.46854000000000084),-10.46854,105.5578,CI8,165,#E3E4FA,Murrial Beach,Australia,Christmas Island,Christmas Island,,Fishing,RLS,#N/A,#N/A,28/09/2010-9.5m,,,,,,Central Indo-Pacific,Java Transitional,Cocos-Keeling/Christmas Island,Tropical,0101000020E61000005D6DC5FEB2635A4055BC9179E4EF24C0,28.06805588,2.988573449,33.93163012,1.336222503,0.023424019,8.05549301,0.005497693,0,0.585014403,0,0,0.000714265,203.0858999,0.210946469,239.1984475,22.54602947,26.37705565,0.121214057
Point (105.70835999999999899 -10.46368000000000009),-10.46368,105.70836,CI9,165,#E3E4FA,Ethel Beach,Australia,Christmas Island,Christmas Island,,Fishing,RLS,#N/A,#N/A,30/09/2010-14m,,,,,,Central Indo-Pacific,Java Transitional,Cocos-Keeling/Christmas Island,Tropical,0101000020E6100000DB722EC5556D5A405A9E077767ED24C0,28.11222591,3.001519625,33.91792943,1.34435217,0.023656402,8.055418272,0.005491416,0,0.585014403,0,0,0.00071382,203.0807816,0.23061784,241.3811908,24.76058511,26.40137767,0.122812968
Point (150.22657000000000949 -35.82589999999999719),-35.8259,150.22657,BMP1,165,#B1907F,Guerilla Bay Island South,Australia,New South Wales,Batemans,Batemans Marine Park,No take multizoned,RLS,#N/A,#N/A,"31/03/2008-10.5m, 31/03/2008-4m, 16/01/2009-10m, 07/01/2010-4m, 07/01/2010-12m, 25/04/2011-6m, 25/04/2011-6.1m, 25/03/2013-6m, 10/03/2015-6m, 10/03/2015-4m",1BMP,3,2,2,1,Temperate Australasia,Southeast Australian Shelf,Cape Howe,Temperate,0101000020E61000002788BA0F40C7624019E25817B7E941C0,19.01775076,1.597333457,35.52402015,2.620642102,0.217811441,8.093430782,1.100419945,0.087117396,0.782607496,0.409724683,2.73E-05,0.001776893,233.7730749,0.132031144,196.8109531,20.35392528,15.89895066,0.577888847
Point (150.15985000000000582 -35.98626000000000147),-35.98626,150.15985,BMP10,165,#B1907F,Shag Rock E,Australia,New South Wales,Batemans,Batemans Marine Park,No take multizoned,RLS,#N/A,#N/A,"02/09/2008-11m, 02/09/2008-11.1m",39AJG11m_73,4,2,2,1,Temperate Australasia,Southeast Australian Shelf,Cape Howe,Temperate,0101000020E61000008048BF7D1DC562402DAD86C43DFE41C0,18.82520439,1.61513333,35.5241092,2.682156874,0.216613593,8.093503194,1.094476951,0.128020048,0.568142295,0.000243856,8.68E-06,0.001923216,234.7838567,0.091028173,191.9142877,19.3870423,15.68322268,0.589977842
Point (150.15798000000000911 -35.98353999999999786),-35.98354,150.15798,BMP11,165,#B1907F,Shag Rock N,Australia,New South Wales,Batemans,Batemans Marine Park,No take multizoned,RLS,#N/A,#N/A,"02/09/2008-9.1m, 02/09/2008-9m",40AJG9m_74,4,2,2,1,Temperate Australasia,Southeast Australian Shelf,Cape Howe,Temperate,0101000020E610000082AD122C0EC56240682783A3E4FD41C0,18.82520439,1.61513333,35.5241092,2.682156874,0.216613593,8.093503194,1.094476951,0.128020048,0.568142295,0.000243856,8.68E-06,0.001923216,234.7838567,0.091028173,191.9142877,19.3870423,15.68322268,0.589977842
Point (150.16795999999999367 -35.92819999999999681),-35.9282,150.16796,BMP12,165,#B1907F,NE Pedro Point,Australia,New South Wales,Batemans,Batemans Marine Park,Restricted take multizoned,RLS,#N/A,#N/A,"16/09/2008-10m, 16/09/2008-10.1m",41AJG10m_75,4,2,1,1,Temperate Australasia,Southeast Australian Shelf,Cape Howe,Temperate,0101000020E61000002961A6ED5FC56240D712F241CFF641C0,18.76349982,1.610026987,35.51965051,2.666238055,0.216938547,8.093494994,1.095923353,0.114645801,0.857192755,0.409711659,3.72E-06,0.001883556,234.4945703,0.12385691,203.1289426,16.41115847,15.5933812,0.58685443
Point (150.1628599999999949 -35.90720000000000312),-35.9072,150.16286,BMP13,165,#B1907F,Moruya South Head E,Australia,New South Wales,Batemans,Batemans Marine Park,Restricted take multizoned,"ATRC, RLS","10.1m,10.2m,10.3m,10.4",2019,"16/09/2008-9m, 16/09/2008-9.1m",42AJG9m_76,4,3,2,1,Temperate Australasia,Southeast Australian Shelf,Cape Howe,Temperate,0101000020E610000074BA2C2636C5624032772D211FF441C0,18.76349982,1.610026987,35.51965051,2.666238055,0.216938547,8.093494994,1.095923353,0.114645801,0.857192755,0.409711659,3.72E-06,0.001883556,234.4945703,0.12385691,203.1289426,16.41115847,15.5933812,0.58685443
Point (150.22346999999999184 -35.83455000000000013),-35.83455,150.22347,BMP14,165,#B1907F,Burrewarra Pt S,Australia,New South Wales,Batemans,Batemans Marine Park,No take multizoned,"ATRC, RLS","5.1m,5.2m,5.3m,5.4",2019,18/02/2008-13m,5AJG,3,3,3,1,Temperate Australasia,Southeast Australian Shelf,Cape Howe,Temperate,0101000020E610000063B48EAA26C762403B70CE88D2EA41C0,19.01775076,1.597333457,35.52402015,2.620642102,0.217811441,8.093430782,1.100419945,0.087117396,0.782607496,0.409724683,2.73E-05,0.001776893,233.7730749,0.132031144,196.8109531,20.35392528,15.89895066,0.577888847
Point (150.2308400000000006 -35.82901999999999987),-35.82902,150.23084,BMP15,165,#B1907F,Guerilla Bay Bommie,Australia,New South Wales,Batemans,Batemans Marine Park,No take multizoned,RLS,#N/A,#N/A,16/05/2008-10m,26AJG10M_82,4,3,2,1,Temperate Australasia,Southeast Australian Shelf,Cape Howe,Temperate,0101000020E61000007A53910A63C762406EDDCD531DEA41C0,19.01775076,1.597333457,35.52402015,2.620642102,0.217811441,8.093430782,1.100419945,0.087117396,0.782607496,0.409724683,2.73E-05,0.001776893,233.7730749,0.132031144,196.8109531,20.35392528,15.89895066,0.577888847
Point (150.23195999999998662 -35.8196399999999997),-35.81964,150.23196,BMP16,165,#B1907F,Jimmies Is SW,Australia,New South Wales,Batemans,Batemans Marine Park,No take multizoned,RLS,#N/A,#N/A,"18/11/2008-9m, 18/11/2008-8m",46AJG8m_49,3,3,2,1,Temperate Australasia,Southeast Australian Shelf,Cape Howe,Temperate,0101000020E61000005EBF60376CC76240293FA9F6E9E841C0,19.01775076,1.597333457,35.52402015,2.620642102,0.217811441,8.093430782,1.100419945,0.087117396,0.782607496,0.409724683,2.73E-05,0.001776893,233.7730749,0.132031144,196.8109531,20.35392528,15.89895066,0.577888847
Point (150.23637999999999693 -35.81929000000000229),-35.81929,150.23638,BMP17,165,#B1907F,Jimmies Is S,Australia,New South Wales,Batemans,Batemans Marine Park,No take multizoned,"ATRC, RLS","5.1m,5.2m,5.3m,5.4",2019,16/05/2008-19.5m,25WCB19M_81,3,3,2,1,Temperate Australasia,Southeast Australian Shelf,Cape Howe,Temperate,0101000020E6100000B62DCA6C90C762404DF8A57EDEE841C0,19.01775076,1.597333457,35.52402015,2.620642102,0.217811441,8.093430782,1.100419945,0.087117396,0.782607496,0.409724683,2.73E-05,0.001776893,233.7730749,0.132031144,196.8109531,20.35392528,15.89895066,0.577888847
Point (150.23432999999999993 -35.78061999999999898),-35.78062,150.23433,BMP18,165,#B1907F,Barlings Beach N,Australia,New South Wales,Batemans,Batemans Marine Park,Restricted take multizoned,RLS,#N/A,#N/A,"21/02/2008-6m, 16/01/2009-5m",4AJG,3,2,2,1,Temperate Australasia,Southeast Australian Shelf,Cape Howe,Temperate,0101000020E610000018CFA0A17FC76240404D2D5BEBE341C0,19.04989279,1.587016863,35.52367467,2.580919892,0.218352255,8.093390773,1.100387249,0.087117396,0.782607496,0.409724683,2.73E-05,0.001698461,233.0610138,0.154107347,201.325971,18.22752386,15.62337902,0.570203692
Point (150.25541999999998666 -35.74857999999999691),-35.74858,150.25542,BMP19,165,#B1907F,West Tollgate Is,Australia,New South Wales,Batemans,Batemans Marine Park,No take multizoned,RLS,#N/A,#N/A,07/04/2008-7.5m,17AJG7M_67,3,3,1,1,Temperate Australasia,Southeast Australian Shelf,Cape Howe,Temperate,0101000020E6100000D15790662CC8624047382D78D1DF41C0,19.06939711,1.576987769,35.52360133,2.551666658,0.218603357,8.093395423,1.096036845,0.075327009,0.670464456,0.391362637,4.96E-06,0.001640181,232.4648632,0.157330485,202.3015546,18.06515104,15.53953809,0.564627483
Point (150.13934000000000424 -36.0927599999999984),-36.09276,150.13934,BMP2,165,#B1907F,Potato Point - Bills Bommie,Australia,New South Wales,Batemans,Batemans Marine Park,Restricted take multizoned,RLS,#N/A,#N/A,"14/02/2008-6m, 12/05/2008-6.5m, 17/09/2008-6m, 27/12/2009-5m, 29/12/2009-6m, 05/05/2018-8m",2BMP,4,3,3,1,Temperate Australasia,Southeast Australian Shelf,Cape Howe,Temperate,0101000020E6100000CAE0287975C462404030478FDF0B42C0,18.84853365,1.611667362,35.52858366,2.658707635,0.216295371,8.093459377,1.090427127,0.128020048,0.568142295,0.000243856,8.68E-06,0.001896273,234.8679831,0.075838782,178.3800658,22.5678469,15.73091819,0.585513969
Point (150.28024999999999523 -35.71573999999999671),-35.71574,150.28025,BMP20,165,#B1907F,Honeysuckle Bay S,Australia,New South Wales,Batemans,Batemans Marine Park,No take multizoned,RLS,#N/A,#N/A,07/04/2008-11m,16WCB11M_66,4,2,2,1,Temperate Australasia,Southeast Australian Shelf,Cape Howe,Temperate,0101000020E61000008716D9CEF7C8624033384A5E9DDB41C0,19.06939711,1.576987769,35.52360133,2.551666658,0.218603357,8.093395423,1.096036845,0.075327009,0.670464456,0.391362637,4.96E-06,0.001640181,232.4648632,0.157330485,202.3015546,18.06515104,15.53953809,0.564627483
Point (150.22318999999998823 -36.24683000000000277),-36.24683,150.22319,BMP21,165,#B1907F,Montague Is W (S of the Pinnacle),Australia,New South Wales,Batemans,Batemans Marine Park,Restricted take multizoned,RLS,#N/A,#N/A,13/03/2008-17m,8WCB17m_60,3,3,3,1,Temperate Australasia,Southeast Australian Shelf,Cape Howe,Temperate,0101000020E61000006AD95A5F24C76240F9D51C20981F42C0,19.0931777,1.627564149,35.54239276,2.624905432,0.21460782,8.093603813,1.075341858,0.037492871,0.76628238,0.268952757,0.003335152,0.001965094,235.9060315,0.174847621,178.9639855,21.95732591,16.45845669,0.579758448
Point (150.22451000000000931 -36.24481999999999715),-36.24482,150.22451,BMP22,165,#B1907F,Montague Is NW shallow bay,Australia,New South Wales,Batemans,Batemans Marine Park,Restricted take multizoned,RLS,#N/A,#N/A,"13/03/2008-12m, 20/05/2011-12m, 20/05/2011-12.1m, 08/07/2012-12.1m, 08/07/2012-12m, 06/03/2013-12m, 06/03/2013-10m, 30/03/2015-12m",9AJG12m_61,3,3,3,1,Temperate Australasia,Southeast Australian Shelf,Cape Howe,Temperate,0101000020E61000000074982F2FC7624010B40243561F42C0,19.0931777,1.627564149,35.54239276,2.624905432,0.21460782,8.093603813,1.075341858,0.037492871,0.76628238,0.268952757,0.003335152,0.001965094,235.9060315,0.174847621,178.9639855,21.95732591,16.45845669,0.579758448
Point (150.24855999999999767 -35.77391999999999683),-35.77392,150.24856,BMP23,165,#B1907F,Black Rock North,Australia,New South Wales,Batemans,Batemans Marine Park,No take multizoned,RLS,#N/A,#N/A,25/05/2008-11m,KMS2_125,4,2,3,2,Temperate Australasia,Southeast Australian Shelf,Cape Howe,Temperate,0101000020E610000000E31934F4C7624034DC80CF0FE341C0,19.04989279,1.587016863,35.52367467,2.580919892,0.218352255,8.093390773,1.100387249,0.087117396,0.782607496,0.409724683,2.73E-05,0.001698461,233.0610138,0.154107347,201.325971,18.22752386,15.62337902,0.570203692
Point (150.231899999999996 -35.83001999999999754),-35.83002,150.2319,BMP24,165,#B1907F,Burrewarra Point NW,Australia,New South Wales,Batemans,Batemans Marine Park,No take multizoned,RLS,#N/A,#N/A,"19/05/2011-6m, 19/05/2011-6.1m, 28/04/2012-6.1m, 13/03/2013-5m, 13/03/2013-6m, 08/02/2014-6m, 08/02/2015-6m",,4,3,3,1,Temperate Australasia,Southeast Australian Shelf,Cape Howe,Temperate,0101000020E6100000287E8CB96BC76240528369183EEA41C0,19.01775076,1.597333457,35.52402015,2.620642102,0.217811441,8.093430782,1.100419945,0.087117396,0.782607496,0.409724683,2.73E-05,0.001776893,233.7730749,0.132031144,196.8109531,20.35392528,15.89895066,0.577888847
Point (150.12916000000001304 -36.13559000000000054),-36.13559,150.12916,BMP25,165,#B1907F,Barren Bommie,Australia,New South Wales,Batemans,Batemans Marine Park,Restricted take multizoned,RLS,#N/A,#N/A,"21/05/2011-8m, 21/05/2011-8.1m, 09/07/2012-8.1m, 09/07/2012-8m, 20/03/2013-8m, 31/03/2015-8m, 03/05/2018-8m",,4,2,2,1,Temperate Australasia,Southeast Australian Shelf,Cape Howe,Temperate,0101000020E610000072FE261422C4624013D55B035B1142C0,18.8569783,1.610673168,35.5303742,2.634433759,0.215831998,8.093434153,1.085272409,0.086255521,0.553623855,0.439844608,0.000274003,0.001881173,235.060906,0.109126308,176.3613367,21.84954438,15.75089861,0.580976052
Point (150.15758999999999901 -35.98555999999999955),-35.98556,150.15759,BMP26,165,#B1907F,Shag Rock SW,Australia,New South Wales,Batemans,Batemans Marine Park,No take multizoned,RLS,#N/A,#N/A,"08/06/2011-5m, 08/06/2011-5.1m, 24/05/2012-5.1m, 24/05/2012-5m, 23/03/2013-5m",,4,2,2,1,Temperate Australasia,Southeast Australian Shelf,Cape Howe,Temperate,0101000020E6100000A7052FFA0AC56240751F80D426FE41C0,18.82520439,1.61513333,35.5241092,2.682156874,0.216613593,8.093503194,1.094476951,0.128020048,0.568142295,0.000243856,8.68E-06,0.001923216,234.7838567,0.091028173,191.9142877,19.3870423,15.68322268,0.589977842
Point (150.26006000000000995 -35.74793999999999983),-35.74794,150.26006,BMP27,165,#B1907F,Caulerpa Reef,Australia,New South Wales,Batemans,Batemans Marine Park,No take multizoned,RLS,#N/A,#N/A,"20/06/2011-5m, 20/06/2011-5.1m, 16/04/2012-5.1m, 11/03/2013-5m, 20/03/2013-8m, 29/03/2015-5m",,3,2,2,1,Temperate Australasia,Southeast Australian Shelf,Cape Howe,Temperate,0101000020E6100000EE5F596952C8624064AF777FBCDF41C0,19.06939711,1.576987769,35.52360133,2.551666658,0.218603357,8.093395423,1.096036845,0.075327009,0.670464456,0.391362637,4.96E-06,0.001640181,232.4648632,0.157330485,202.3015546,18.06515104,15.53953809,0.564627483
Point (150.23382000000000858 -35.80183000000000249),-35.80183,150.23382,BMP28,165,#B1907F,Pretty Point NW,Australia,New South Wales,Batemans,Batemans Marine Park,Restricted take multizoned,RLS,#N/A,#N/A,"20/06/2011-5m, 20/06/2011-5.1m, 16/04/2012-5.1m, 11/03/2013-5m, 29/03/2015-5m",,3,2,2,1,Temperate Australasia,Southeast Australian Shelf,Cape Howe,Temperate,0101000020E6100000D3A414747BC76240D0798D5DA2E641C0,19.01775076,1.597333457,35.52402015,2.620642102,0.217811441,8.093430782,1.100419945,0.087117396,0.782607496,0.409724683,2.73E-05,0.001776893,233.7730749,0.132031144,196.8109531,20.35392528,15.89895066,0.577888847
Point (150.18527000000000271 -35.86200000000000188),-35.862,150.18527,BMP29,165,#B1907F,Broulee Headland East,Australia,New South Wales,Batemans,Batemans Marine Park,Restricted take multizoned,RLS,#N/A,#N/A,"26/06/2011-5m, 26/06/2011-5.1m, 28/04/2012-5.1m, 12/03/2013-5m, 19/05/2015-5m",,4,3,3,1,Temperate Australasia,Southeast Australian Shelf,Cape Howe,Temperate,0101000020E6100000C2DD59BBEDC562407493180456EE41C0,18.85131062,1.603686221,35.52205603,2.644070252,0.21727035,8.093460303,1.097250826,0.087117396,0.782607496,0.409724683,2.73E-05,0.00183313,234.1881679,0.125862775,200.4819352,17.76149053,15.5161019,0.582504824
Point (150.13612000000000535 -36.16931999999999903),-36.16932,150.13612,BMP3,165,#B1907F,Dalmeny point S of ramp off Joshs Beach,Australia,New South Wales,Batemans,Batemans Marine Park,Restricted take multizoned,"ATRC, RLS","10.1m,10.2m,10.3m,10.4",2019,01/04/2008-9m,15AJG9m_65,4,3,2,1,Temperate Australasia,Southeast Australian Shelf,Cape Howe,Temperate,0101000020E61000009C8A54185BC4624084471B47AC1542C0,18.75886199,1.611588131,35.52846615,2.615873765,0.215032024,8.093448172,1.077022852,0.086255521,0.553623855,0.439844608,0.000274003,0.00188619,235.4251212,0.126613533,171.0280373,21.83851922,15.77080353,0.577639412
Point (150.16253000000000384 -35.90915999999999997),-35.90916,150.16253,BMP30,165,#B1907F,M2 Heaven,Australia,New South Wales,Batemans,Batemans Marine Park,Restricted take multizoned,"ATRC, RLS","5.1m,5.2m,5.3m,5.4",2019,"26/06/2011-5.1m, 26/06/2011-5m, 26/05/2012-5.1m, 23/03/2013-5m",,4,3,3,1,Temperate Australasia,Southeast Australian Shelf,Cape Howe,Temperate,0101000020E6100000CE531D7233C562406A6AD95A5FF441C0,18.76349982,1.610026987,35.51965051,2.666238055,0.216938547,8.093494994,1.095923353,0.114645801,0.857192755,0.409711659,3.72E-06,0.001883556,234.4945703,0.12385691,203.1289426,16.41115847,15.5933812,0.58685443
Point (150.14920000000000755 -36.26133000000000095),-36.26133,150.1492,BMP31,165,#B1907F,Fullers,Australia,New South Wales,Batemans,Batemans Marine Park,No take multizoned,RLS,#N/A,#N/A,"01/07/2011-5m, 01/07/2011-5.1m, 09/07/2012-5.1m, 09/07/2012-5m, 20/03/2013-5m, 31/03/2015-5m",,4,2,2,1,Temperate Australasia,Southeast Australian Shelf,Cape Howe,Temperate,0101000020E61000000612143FC6C462405ABBED42732142C0,18.64091519,1.61783254,35.53019261,2.61197356,0.214604925,8.09346101,1.073659991,0.051964656,0.523291111,0.000355082,0.000945993,0.001915309,235.733247,0.154734865,174.5914504,18.33669391,15.91475989,0.577137181
Point (150.22128000000000725 -35.83288999999999902),-35.83289,150.22128,BMP32,165,#B1907F,Whale Bay,Australia,New South Wales,Batemans,Batemans Marine Park,No take multizoned,RLS,#N/A,#N/A,"18/07/2011-8m, 18/07/2011-8.1m, 28/04/2012-8.1m, 13/03/2013-8m, 08/02/2014-8m, 08/02/2015-8m",,3,3,3,1,Temperate Australasia,Southeast Australian Shelf,Cape Howe,Temperate,0101000020E61000004968CBB914C762402D95B7239CEA41C0,19.01775076,1.597333457,35.52402015,2.620642102,0.217811441,8.093430782,1.100419945,0.087117396,0.782607496,0.409724683,2.73E-05,0.001776893,233.7730749,0.132031144,196.8109531,20.35392528,15.89895066,0.577888847
Point (150.13005999999998608 -36.16212999999999766),-36.16213,150.13006,BMP4,165,#B1907F,Dalmeny Reserve N point,Australia,New South Wales,Batemans,Batemans Marine Park,Restricted take multizoned,RLS,#N/A,#N/A,26/12/2008-3m,60AJG3m_335,4,2,3,1,Temperate Australasia,Southeast Australian Shelf,Cape Howe,Temperate,0101000020E610000092D0967329C46240A9D903ADC01442C0,18.75886199,1.611588131,35.52846615,2.615873765,0.215032024,8.093448172,1.077022852,0.086255521,0.553623855,0.439844608,0.000274003,0.00188619,235.4251212,0.126613533,171.0280373,21.83851922,15.77080353,0.577639412
Point (150.13343000000000416 -36.16111999999999682),-36.16112,150.13343,BMP5,165,#B1907F,Dalmeny point N of ramp,Australia,New South Wales,Batemans,Batemans Marine Park,Restricted take multizoned,"ATRC, RLS","10.1m,10.2m,10.3m,10.4",2019,01/04/2008-10m,14WCB10M_64,4,3,3,1,Temperate Australasia,Southeast Australian Shelf,Cape Howe,Temperate,0101000020E6100000C5C9FD0E45C46240A35D85949F1442C0,18.75886199,1.611588131,35.52846615,2.615873765,0.215032024,8.093448172,1.077022852,0.086255521,0.553623855,0.439844608,0.000274003,0.00188619,235.4251212,0.126613533,171.0280373,21.83851922,15.77080353,0.577639412
Point (150.14752999999998906 -36.0959399999999988),-36.09594,150.14753,BMP6,165,#B1907F,Potato Point shark gutter,Australia,New South Wales,Batemans,Batemans Marine Park,Restricted take multizoned,RLS,#N/A,#N/A,11/04/2008-17m,18WCB17M_68,4,3,2,1,Temperate Australasia,Southeast Australian Shelf,Cape Howe,Temperate,0101000020E6100000BAA5D590B8C462406A300DC3470C42C0,18.84853365,1.611667362,35.52858366,2.658707635,0.216295371,8.093459377,1.090427127,0.128020048,0.568142295,0.000243856,8.68E-06,0.001896273,234.8679831,0.075838782,178.3800658,22.5678469,15.73091819,0.585513969
