species_name,taxonomic_name,phylum,class,order,family,genus,species_epithet,phylogenetic_diversity_index,trophic_level,trophic_level_se,vulnerability,reproductive_mode,fertilization,reproductive_guild,trophic_breadth,diet,trophic_group,diet_level,time,water_column,habitat,macrophyte,complexity
Myripristis pralinia,Myripristis pralinia,Chordata,Actinopterygii,Beryciformes,Holocentridae,Myripristis,pralinia,0.5,3.5,0.5,15,dioecism,exterl,nonguarders,3.5,Carnivore,planktivore,4,Night,Demersal,coral,low,medium
Myripristis spp.,Myripristis spp.,Chordata,Actinopterygii,Beryciformes,Holocentridae,Myripristis,,0.5,,,,,,,3.5,Carnivore,planktivore,4,Night,Demersal,coral,low,medium
Myripristis tiki,Myripristis tiki,Chordata,Actinopterygii,Beryciformes,Holocentridae,Myripristis,tiki,0.5,3.5,0.5,21,dioecism,exterl,nonguarders,3.5,Carnivore,planktivore,4,Night,Demersal,coral,low,medium
Myripristis violacea,Myripristis violacea,Chordata,Actinopterygii,Beryciformes,Holocentridae,Myripristis,violacea,0.5,3.5,0.53,25,dioecism,exterl,nonguarders,3.5,Carnivore,planktivore,4,Night,Demersal,coral,low,medium
Myripristis vittata,Myripristis vittata,Chordata,Actinopterygii,Beryciformes,Holocentridae,Myripristis,vittata,0.5,3.8,0.6,20,dioecism,exterl,nonguarders,3.5,Carnivore,planktivore,4,Night,Demersal,coral,low,medium
Neoniphon argenteus,Neoniphon argenteus,Chordata,Actinopterygii,Beryciformes,Holocentridae,Neoniphon,argenteus,0.5312,4,0.59,19,dioecism,exterl,nonguarders,1.5,benth. crustaceans,benthic carnivore,2,Night,Demersal,coral,low,medium
Neoniphon marianus,Neoniphon marianus,Chordata,Actinopterygii,Beryciformes,Holocentridae,Neoniphon,marianus,0.5312,3.6,0.6,14,dioecism,exterl,nonguarders,1,benth. crustaceans,benthic carnivore,2,Night,Demersal,coral,low,medium
Neoniphon opercularis,Neoniphon opercularis,Chordata,Actinopterygii,Beryciformes,Holocentridae,Neoniphon,opercularis,0.5312,3.6,0.59,25,dioecism,exterl,nonguarders,1.5,benth. crustaceans,benthic carnivore,2,Night,Demersal,coral,low,medium
Neoniphon sammara,Neoniphon sammara,Chordata,Actinopterygii,Beryciformes,Holocentridae,Neoniphon,sammara,0.5312,3.6,0.6,26,dioecism,exterl,nonguarders,2,benth. crustaceans,benthic carnivore,2,Night,Demersal,coral,low,medium
Sargocentron caudimaculatum,Sargocentron caudimaculatum,Chordata,Actinopterygii,Beryciformes,Holocentridae,Sargocentron,caudimaculatum,0.5,3.9,0.67,20,dioecism,exterl,nonguarders,3,benth. crustaceans,benthic carnivore,2,Night,Demersal,coral,low,medium
Sargocentron cornutum,Sargocentron cornutum,Chordata,Actinopterygii,Beryciformes,Holocentridae,Sargocentron,cornutum,0.5,3.6,0.59,22,dioecism,exterl,nonguarders,3,benth. crustaceans,benthic carnivore,2,Night,Demersal,coral,low,medium
Sargocentron diadema,Sargocentron diadema,Chordata,Actinopterygii,Beryciformes,Holocentridae,Sargocentron,diadema,0.5,3.4,0.5,12,dioecism,exterl,nonguarders,4,Benthic Mobile Inverts,benthic carnivore,3,Night,Demersal,coral,low,medium
Sargocentron hormion,Sargocentron hormion,Chordata,Actinopterygii,Beryciformes,Holocentridae,Sargocentron,hormion,0.5,3.5,0.6,15,dioecism,exterl,nonguarders,3,benth. crustaceans,benthic carnivore,2,Night,Demersal,coral,low,medium
Sargocentron ittodai,Sargocentron ittodai,Chordata,Actinopterygii,Beryciformes,Holocentridae,Sargocentron,ittodai,0.5,3.6,0.6,15,dioecism,exterl,nonguarders,3,benth. crustaceans,benthic carnivore,2,Night,Demersal,coral,low,medium
Sargocentron melanospilos,Sargocentron melanospilos,Chordata,Actinopterygii,Beryciformes,Holocentridae,Sargocentron,melanospilos,0.5,4,0.66,20,dioecism,exterl,nonguarders,3,benth. crustaceans,benthic carnivore,2,Night,Demersal,coral,low,medium
Sargocentron microstoma,Sargocentron microstoma,Chordata,Actinopterygii,Beryciformes,Holocentridae,Sargocentron,microstoma,0.5,3.6,0.58,14,dioecism,exterl,nonguarders,3,benth. crustaceans,benthic carnivore,2,Night,Demersal,coral,low,medium
Sargocentron rubrum,Sargocentron rubrum,Chordata,Actinopterygii,Beryciformes,Holocentridae,Sargocentron,rubrum,0.5,3.5,0.5,24,dioecism,exterl,nonguarders,4,benth. crustaceans,benthic carnivore,2,Night,Demersal,coral,low,medium
Sargocentron spiniferum,Sargocentron spiniferum,Chordata,Actinopterygii,Beryciformes,Holocentridae,Sargocentron,spiniferum,0.5,3.5,0.6,41,dioecism,exterl,nonguarders,4,benth. crustaceans,benthic carnivore,2,Night,Demersal,coral,low,medium
Sargocentron spp.,Sargocentron spp.,Chordata,Actinopterygii,Beryciformes,Holocentridae,Sargocentron,,0.5,,,,,,,3,benth. crustaceans,benthic carnivore,2,Night,Demersal,coral,low,medium
Sargocentron suborbitalis,Sargocentron suborbitalis,Chordata,Actinopterygii,Beryciformes,Holocentridae,Sargocentron,suborbitalis,0.5,3.5,0.48,20,dioecism,exterl,nonguarders,3,benth. crustaceans,benthic carnivore,2,Night,Demersal,coral,low,medium
Sargocentron tiere,Sargocentron tiere,Chordata,Actinopterygii,Beryciformes,Holocentridae,Sargocentron,tiere,0.5,3.5,0.6,25,dioecism,exterl,nonguarders,2,benth. crustaceans,benthic carnivore,2,Night,Demersal,coral,low,medium
Sargocentron tiereoides,Sargocentron tiereoides,Chordata,Actinopterygii,Beryciformes,Holocentridae,Sargocentron,tiereoides,0.5,3.6,0.6,13,dioecism,exterl,nonguarders,3,benth. crustaceans,benthic carnivore,2,Night,Demersal,coral,low,medium
Sargocentron vexillarium,Sargocentron vexillarium,Chordata,Actinopterygii,Beryciformes,Holocentridae,Sargocentron,vexillarium,0.5,3.5,0.6,14,dioecism,exterl,nonguarders,4,Benthic Mobile Inverts,benthic carnivore,3,Night,Demersal,coral,low,medium
Sargocentron violaceum,Sargocentron violaceum,Chordata,Actinopterygii,Beryciformes,Holocentridae,Sargocentron,violaceum,0.5,3.6,0.59,30,dioecism,exterl,nonguarders,3,benth. crustaceans,benthic carnivore,2,Night,Demersal,coral,low,medium
Cleidopus gloriamaris,Cleidopus gloriamaris,Chordata,Actinopterygii,Beryciformes,Monocentridae,Cleidopus,gloriamaris,1.0625,3.6,0.6,59,,,,3,Benthic Mobile Inverts,benthic carnivore,5,Night,Demersal,rock,low,medium
Optivus agastos,Optivus agastos,Chordata,Actinopterygii,Beryciformes,Trachichthyidae,Optivus,agastos,,3.5,,,,,,1,benth. crustaceans,benthic carnivore,1,Night,demersal,rock,low,high
Paratrachichthys trailli,Paratrachichthys trailli,Chordata,Actinopterygii,Beryciformes,Trachichthyidae,Paratrachichthys,trailli,0.625,3.5,0.5,62,,,,2,Carnivore,planktivore,4,Night,demersal,rock,low,high
Trachichthys australis,Trachichthys australis,Chordata,Actinopterygii,Beryciformes,Trachichthyidae,Trachichthys,australis,1,3.6,0.6,46,,,,2,Carnivore,planktivore,4,Night,demersal,rock,low,high
Clupeid spp.,Clupeid spp.,Chordata,Actinopterygii,Clupeiformes,Clupeidae,,,,3.3,,,,,,2.585365854,Zooplanktivore,planktivore,2,Day,pelagic non-site attached,coral,low,low
Herklotsichthys castelnaui,Herklotsichthys castelnaui,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Herklotsichthys,castelnaui,0.5002,3.3,0.4,25,,,,4,Carnivore,planktivore,4,Day,pelagic non-site attached,sand,low,low
Hyperlophus vittatus,Hyperlophus vittatus,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Hyperlophus,vittatus,0.75,3.4,0.45,13,,,,2.585365854,Zooplanktivore,planktivore,2,Day,pelagic non-site attached,sand,low,low
Sardina pilchardus,Sardina pilchardus,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Sardina,pilchardus,1,3.1,0.2,36,dioecism,exterl,nonguarders,2,Zooplanktivore,planktivore,2,Day,pelagic non-site attached,sand,low,low
Sardinella aurita,Sardinella aurita,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Sardinella,aurita,0.5,3.4,0.5,36,dioecism,exterl,nonguarders,1,Zooplanktivore,planktivore,2,Day,pelagic non-site attached,sand,low,low
Sardinops neopilchardus,Sardinops neopilchardus,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Sardinops,neopilchardus,,3.3,,,,,,3,Zooplanktivore,planktivore,2,Day,pelagic non-site attached,sand,low,low
Spratelloides robustus,Spratelloides robustus,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Spratelloides,robustus,0.5625,3.4,0.45,15,,,,1.666666667,Zooplanktivore,planktivore,2,Day,pelagic non-site attached,sand,low,low
Spratelloides spp.,Spratelloides spp.,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Spratelloides,,0.5625,3.4,,,,,,1.666666667,Zooplanktivore,planktivore,2,Day,pelagic non-site attached,rock,low,low
Engraulis australis,Engraulis australis,Chordata,Actinopterygii,Clupeiformes,Engraulidae,Engraulis,australis,0.502,3,0,29,dioecism,exterl,nonguarders,1.75,Zooplanktivore,planktivore,2,Day,pelagic non-site attached,coral,low,low
Clupeiformes spp.,Clupeiformes spp.,Chordata,Actinopterygii,Clupeiformes,,,,,3.4,,,,,,1.7,Carnivore,planktivore,5,Day,pelagic site attached,sand,low,medium
Elops affinis,Elops affinis,Chordata,Actinopterygii,Elopiformes,Elopidae,Elops,affinis,0.5176,4.1,0.7,48,dioecism,exterl,nonguarders,3,Carnivore,planktivore,4,Day,pelagic non-site attached,sand,low,low
Megalops atlanticus,Megalops atlanticus,Chordata,Actinopterygii,Elopiformes,Megalopidae,Megalops,atlanticus,1.002,4.5,0.8,76,dioecism,exterl,nonguarders,3,Carnivore,higher carnivore,4,Day,pelagic non-site attached,sand,low,low
Boreogadus saida,Boreogadus saida,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,saida,1,3.1,0.3,45,dioecism,exterl,nonguarders,2,Carnivore,benthic carnivore,4,Night,Demersal,coral,low,medium
Gadus morhua,Gadus morhua,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,morhua,0.625,4.4,0.8,65,dioecism,exterl,nonguarders,4,Carnivore,higher carnivore,4,Night,Demersal,rock,low,medium
Pollachius pollachius,Pollachius pollachius,Chordata,Actinopterygii,Gadiformes,Gadidae,Pollachius,pollachius,0.75,4.2,0.7,59,,,,3,Carnivore,higher carnivore,4,Night,Demersal,rock,low,medium
Pollachius virens,Pollachius virens,Chordata,Actinopterygii,Gadiformes,Gadidae,Pollachius,virens,0.75,4.4,0.8,61,dioecism,exterl,,3,Carnivore,higher carnivore,4,Night,Demersal,rock,low,medium
Trisopterus minutus,Trisopterus minutus,Chordata,Actinopterygii,Gadiformes,Gadidae,Trisopterus,minutus,0.5625,3.8,0.5,48,dioecism,exterl,nonguarders,3,Carnivore,benthic carnivore,4,Night,Demersal,rock,low,medium
Molva molva,Molva molva,Chordata,Actinopterygii,Gadiformes,Lotidae,Molva,molva,0.625,4.3,0.69,65,dioecism,exterl,nonguarders,1,plank. copepods,higher carnivore,1,Night,demersal,rock,low,medium
Lotella rhacina,Lotella rhacina,Chordata,Actinopterygii,Gadiformes,Moridae,Lotella,rhacina,0.5312,3.5,0.4,38,,,,2.8,Carnivore,higher carnivore,4,Night,Demersal,rock,low,medium
Morid spp.,Morid spp.,Chordata,Actinopterygii,Gadiformes,Moridae,,,,,,,,,,2.8,Carnivore,benthic carnivore,4,Night,Demersal,coral,low,medium
Pseudophycis bachus,Pseudophycis bachus,Chordata,Actinopterygii,Gadiformes,Moridae,Pseudophycis,bachus,0.625,4.5,0.8,35,,,,1,benth. crustaceans,higher carnivore,2,Night,Demersal,rock,low,medium
Pseudophycis barbata,Pseudophycis barbata,Chordata,Actinopterygii,Gadiformes,Moridae,Pseudophycis,barbata,0.625,3.5,0.5,43,,,,1,benth. crustaceans,benthic carnivore,2,Night,Demersal,rock,low,medium
Pseudophycis breviuscula,Pseudophycis breviuscula,Chordata,Actinopterygii,Gadiformes,Moridae,Pseudophycis,breviuscula,0.625,3.4,0.6,24,,,,1,benth. crustaceans,benthic carnivore,2,Night,Demersal,rock,low,medium
Salilota australis,Salilota australis,Chordata,Actinopterygii,Gadiformes,Moridae,Salilota,australis,1,4.4,0.7,35,,,,3,fishes,higher carnivore,2,Night,Demersal,rock,low,medium
Aulorhynchus flavidus,Aulorhynchus flavidus,Chordata,Actinopterygii,Gasterosteiformes,Aulorhynchidae,Aulorhynchus,flavidus,1.5,3.4,0.42,25,dioecism,exterl,guarders,2,plank. copepods,planktivore,1,Day,demersal,rock,seagrass,medium
Aulostomus chinensis,Aulostomus chinensis,Chordata,Actinopterygii,Gasterosteiformes,Aulostomidae,Aulostomus,chinensis,0.75,4.2,0.74,34,,,,2,Carnivore,higher carnivore,4,Day,Demersal,coral,low,low
Aeoliscus strigatus,Aeoliscus strigatus,Chordata,Actinopterygii,Gasterosteiformes,Centriscidae,Aeoliscus,strigatus,0.7502,3.5,0.48,24,,,,,Carnivore,benthic carnivore,5,Day,Demersal,coral,low,high
Fistularia commersonii,Fistularia commersonii,Chordata,Actinopterygii,Gasterosteiformes,Fistulariidae,Fistularia,commersonii,0.625,4.3,0.7,68,dioecism,exterl,nonguarders,2,Carnivore,higher carnivore,4,Day,pelagic non-site attached,sand,low,low
Fistularia petimba,Fistularia petimba,Chordata,Actinopterygii,Gasterosteiformes,Fistulariidae,Fistularia,petimba,0.625,4.5,0.8,71,,,,3,fishes,higher carnivore,2,Day,pelagic non-site attached,sand,low,low
Gasterosteus aculeatus,Gasterosteus aculeatus,Chordata,Actinopterygii,Gasterosteiformes,Gasterosteidae,Gasterosteus,aculeatus,,3.5,,,,,,2,Zooplanktivore,planktivore,2,Day,benthic,rock,low,medium
Spinachia spinachia,Spinachia spinachia,Chordata,Actinopterygii,Gasterosteiformes,Gasterosteidae,Spinachia,spinachia,1,3.5,0.37,19,dioecism,exterl,guarders,1,Zooplanktivore,planktivore,2,Day,benthic,rock,low,medium
Corythoichthys conspicillatus,Corythoichthys conspicillatus,Chordata,Actinopterygii,Gasterosteiformes,Syngnathidae,Corythoichthys,conspicillatus,0.5005,,,,,,,1,Carnivore,benthic carnivore,4,Day,benthic,coral,low,medium
Corythoichthys intestinalis,Corythoichthys intestinalis,Chordata,Actinopterygii,Gasterosteiformes,Syngnathidae,Corythoichthys,intestinalis,0.5005,3.2,0.4,20,dioecism,in brood pouch or similar structure,bearers,1,benth. crustaceans,benthic carnivore,2,Day,benthic,coral,low,medium
Corythoichthys spp.,Corythoichthys spp.,Chordata,Actinopterygii,Gasterosteiformes,Syngnathidae,Corythoichthys,,0.5005,,,,,,,1,Carnivore,benthic carnivore,4,Day,benthic,coral,low,medium
Doryrhamphus spp.,Doryrhamphus spp.,Chordata,Actinopterygii,Gasterosteiformes,Syngnathidae,Doryrhamphus,,,,,,,,,1.533333333,Carnivore,benthic carnivore,4,Day,benthic,coral,low,medium
Festucalex cinctus,Festucalex cinctus,Chordata,Actinopterygii,Gasterosteiformes,Syngnathidae,Festucalex,cinctus,0.5078,3.3,0.5,15,dioecism,in brood pouch or similar structure,bearers,1.533333333,Carnivore,benthic carnivore,4,Day,benthic,coral,low,medium
Filicampus tigris,Filicampus tigris,Chordata,Actinopterygii,Gasterosteiformes,Syngnathidae,Filicampus,tigris,1,3.5,0.5,34,dioecism,in brood pouch or similar structure,bearers,1.533333333,Carnivore,benthic carnivore,4,Day,benthic,rock,low,medium
Halicampus spp.,Halicampus spp.,Chordata,Actinopterygii,Gasterosteiformes,Syngnathidae,Halicampus,,,,,,,,,1.533333333,Carnivore,planktivore,4,Day,benthic,rock,macroalgae,medium
Heraldia nocturna,Heraldia nocturna,Chordata,Actinopterygii,Gasterosteiformes,Syngnathidae,Heraldia,nocturna,1,3.3,0.5,12,dioecism,in brood pouch or similar structure,bearers,1.533333333,Carnivore,benthic carnivore,4,Day,benthic,rock,low,high
Hippocampus abdominalis,Hippocampus abdominalis,Chordata,Actinopterygii,Gasterosteiformes,Syngnathidae,Hippocampus,abdominalis,0.5,3.4,0.5,19,dioecism,in brood pouch or similar structure,bearers,2,benth. crustaceans,benthic carnivore,2,Day,benthic,rock,macroalgae,medium
Hippocampus angustus,Hippocampus angustus,Chordata,Actinopterygii,Gasterosteiformes,Syngnathidae,Hippocampus,angustus,0.5,3.6,0.5,22,dioecism,in brood pouch or similar structure,bearers,1.666666667,benth. crustaceans,benthic carnivore,2,Day,benthic,rock,macroalgae,medium
Hippocampus bleekeri,Hippocampus bleekeri,Chordata,Actinopterygii,Gasterosteiformes,Syngnathidae,Hippocampus,bleekeri,0.5,3.5,,,,,,1.666666667,benth. crustaceans,benthic carnivore,2,Day,benthic,rock,macroalgae,medium
Hippocampus spp.,Hippocampus spp.,Chordata,Actinopterygii,Gasterosteiformes,Syngnathidae,Hippocampus,,0.5,3.5,,,,,,1.666666667,benth. crustaceans,benthic carnivore,2,Day,benthic,rock,macroalgae,medium
Hippocampus whitei,Hippocampus whitei,Chordata,Actinopterygii,Gasterosteiformes,Syngnathidae,Hippocampus,whitei,0.5,3.4,0.5,12,dioecism,in brood pouch or similar structure,bearers,1.666666667,benth. crustaceans,benthic carnivore,2,Day,benthic,rock,macroalgae,medium
Idiotropiscis lumnitzeri,Idiotropiscis lumnitzeri,Chordata,Actinopterygii,Gasterosteiformes,Syngnathidae,Idiotropiscis,lumnitzeri,0.625,3.2,0.4,10,dioecism,in brood pouch or similar structure,bearers,1.533333333,Carnivore,benthic carnivore,4,Day,benthic,rock,macroalgae,medium
Maroubra perserrata,Maroubra perserrata,Chordata,Actinopterygii,Gasterosteiformes,Syngnathidae,Maroubra,perserrata,0.75,3.2,0.5,10,dioecism,in brood pouch or similar structure,bearers,1.533333333,Carnivore,benthic carnivore,4,Day,benthic,rock,low,high
Phycodurus eques,Phycodurus eques,Chordata,Actinopterygii,Gasterosteiformes,Syngnathidae,Phycodurus,eques,1,3.3,0.45,29,dioecism,in brood pouch or similar structure,bearers,1.533333333,Carnivore,planktivore,4,Day,benthic,rock,macroalgae,medium
Phyllopteryx taeniolatus,Phyllopteryx taeniolatus,Chordata,Actinopterygii,Gasterosteiformes,Syngnathidae,Phyllopteryx,taeniolatus,1,3.5,0.5,21,dioecism,in brood pouch or similar structure,bearers,1.533333333,Carnivore,planktivore,4,Day,benthic,rock,macroalgae,medium
Solegnathus spinosissimus,Solegnathus spinosissimus,Chordata,Actinopterygii,Gasterosteiformes,Syngnathidae,Solegnathus,spinosissimus,0.5312,3.5,0.5,38,dioecism,in brood pouch or similar structure,bearers,1.533333333,Carnivore,planktivore,4,Day,benthic,rock,low,medium
Stigmatopora argus,Stigmatopora argus,Chordata,Actinopterygii,Gasterosteiformes,Syngnathidae,Stigmatopora,argus,0.5625,3.4,0.5,24,dioecism,in brood pouch or similar structure,bearers,1.533333333,Carnivore,planktivore,4,Day,benthic,rock,macroalgae,medium
Stigmatopora nigra,Stigmatopora nigra,Chordata,Actinopterygii,Gasterosteiformes,Syngnathidae,Stigmatopora,nigra,0.5625,3.3,0.5,16,dioecism,in brood pouch or similar structure,bearers,1.533333333,Carnivore,planktivore,4,Day,benthic,rock,macroalgae,medium
Syngnathid spp.,Syngnathid spp.,Chordata,Actinopterygii,Gasterosteiformes,Syngnathidae,,,,,,,,,,1.533333333,Carnivore,planktivore,4,Day,benthic,coral,low,medium
Vanacampus margaritifer,Vanacampus margaritifer,Chordata,Actinopterygii,Gasterosteiformes,Syngnathidae,Vanacampus,margaritifer,0.5625,3.4,0.5,20,dioecism,in brood pouch or similar structure,bearers,3,Carnivore,planktivore,4,Day,benthic,rock,macroalgae,medium
Neosynchiropus morrisoni,Neosynchiropus morrisoni,Chordata,Actinopterygii,Gobiesociformes,Callionymidae,Neosynchiropus,morrisoni,,,,,,,,3.5,Benthic Mobile Inverts,benthic carnivore,3,Day,benthic,sand,low,low
Neosynchiropus ocellatus,Neosynchiropus ocellatus,Chordata,Actinopterygii,Gobiesociformes,Callionymidae,Neosynchiropus,ocellatus,,,,,,,,3.5,Benthic Mobile Inverts,benthic carnivore,3,Day,benthic,sand,low,low
Pseudocalliurichthys goodladi,Pseudocalliurichthys goodladi,Chordata,Actinopterygii,Gobiesociformes,Callionymidae,Pseudocalliurichthys,goodladi,,,,,,,,3.5,Benthic Mobile Inverts,benthic carnivore,3,Day,benthic,sand,low,low
Repomucenus calcaratus,Repomucenus calcaratus,Chordata,Actinopterygii,Gobiesociformes,Callionymidae,Repomucenus,calcaratus,0.5312,3.4,0.4,34,dioecism,exterl,nonguarders,3.5,Benthic Mobile Inverts,benthic carnivore,3,Day,benthic,sand,low,low
Apletodon sp. [dentatus],Apletodon spp.,Chordata,Actinopterygii,Gobiesociformes,Gobiesocidae,Apletodon,,,2.45,0.325,,,,,1,benth. crustaceans,benthic carnivore,2,Day,benthic,sand,low,low
Aspasmogaster liorhyncha,Aspasmogaster liorhyncha,Chordata,Actinopterygii,Gobiesociformes,Gobiesocidae,Aspasmogaster,liorhyncha,0.5625,3.2,0.5,25,,,,2.857142857,sea urchins,benthic carnivore,1,Day,benthic,sand,low,low
Dellichthys morelandi,Dellichthys morelandi,Chordata,Actinopterygii,Gobiesociformes,Gobiesocidae,Dellichthys,morelandi,1,3.4,0.4,32,,,,2,sea urchins,benthic carnivore,1,Day,benthic,sand,low,low
Lepadichthys frenatus,Lepadichthys frenatus,Chordata,Actinopterygii,Gobiesociformes,Gobiesocidae,Lepadichthys,frenatus,0.501,3.4,0.3,34,,,,2,sea urchins,benthic carnivore,1,Day,benthic,sand,low,low
Lepadogaster lepadogaster,Lepadogaster lepadogaster,Chordata,Actinopterygii,Gobiesociformes,Gobiesocidae,Lepadogaster,lepadogaster,0.5625,3.3,0.5,36,dioecism,exterl,,2.857142857,sea urchins,benthic carnivore,1,Day,benthic,sand,low,low
Chanos chanos,Chanos chanos,Chordata,Actinopterygii,Gonorynchiformes,Chanidae,Chanos,chanos,1.5,2,0.1,76,dioecism,exterl,nonguarders,4,Herbivore,herbivore,4,Day,pelagic non-site attached,sand,low,low
Antennarius nummifer,Antennarius nummifer,Chordata,Actinopterygii,Lophiiformes,Antennariidae,Antennarius,nummifer,0.5002,4.2,0.73,10,dioecism,exterl,nonguarders,1.5,Carnivore,benthic carnivore,4,Day,benthic,rock,low,medium
Rhycherus filamentosus,Rhycherus filamentosus,Chordata,Actinopterygii,Lophiiformes,Antennariidae,Rhycherus,filamentosus,0.75,4.2,0.7,12,dioecism,exterl,nonguarders,1.5,Carnivore,higher carnivore,4,Day,benthic,rock,low,medium
Thymichthys politus,Thymichthys politus,Chordata,Actinopterygii,Lophiiformes,Brachionichthyidae,Thymichthys,politus,,,,,,,,,Benthic Mobile Inverts,benthic carnivore,5,Day,benthic,sand,low,low
